first_stop,last_stop,total_duration,mean_of_mean_gradient,max_of_max_gradient,total_weight_change,skewness,kurtosis,duration_mean,duration_std,duration_min,duration_max,shaking_duration_mean,shaking_duration_std,shaking_duration_min,shaking_duration_max,mean_gradient_mean,mean_gradient_std,mean_gradient_min,mean_gradient_max,max_gradient_mean,max_gradient_std,max_gradient_min,max_gradient_max,weight_change_mean,weight_change_std,weight_change_min,weight_change_max
16.0,131.0,83.0,0.0006084702,0.01298027,0.059709242,-4.6530104583,22.0970205971,15.777777777777779,7.4628710590793705,9.0,30.0,10.222222222222221,5.6740148435164,5.0,21.0,0.000608470188888889,0.0006785365396199907,0.0,0.0019470405,0.004269066577777777,0.005160961083280799,0.0,0.01298027,0.006634360222222222,0.008329765135999062,0.0,0.0244029076
