first_stop,last_stop,total_duration,mean_of_mean_gradient,max_of_max_gradient,total_weight_change,skewness,kurtosis,duration_mean,duration_std,duration_min,duration_max,shaking_duration_mean,shaking_duration_std,shaking_duration_min,shaking_duration_max,mean_gradient_mean,mean_gradient_std,mean_gradient_min,mean_gradient_max,max_gradient_mean,max_gradient_std,max_gradient_min,max_gradient_max,weight_change_mean,weight_change_std,weight_change_min,weight_change_max
25.0,293.0,111.0,0.0021189492,0.0209452202,0.7052228786,-0.9819772225,-0.1125246977,11.333333333333334,6.450998730071539,5.0,36.0,5.111111111111111,1.577079416890439,4.0,12.0,0.002118949244444444,0.0016648753101002587,0.0,0.0077295172,0.0069394717,0.004790345288375203,0.0,0.0209452202,0.02611936587037038,0.05207738654796497,0.0,0.2782626208
