first_stop,last_stop,total_duration,mean_of_mean_gradient,max_of_max_gradient,total_weight_change,skewness,kurtosis,duration_mean,duration_std,duration_min,duration_max,shaking_duration_mean,shaking_duration_std,shaking_duration_min,shaking_duration_max,mean_gradient_mean,mean_gradient_std,mean_gradient_min,mean_gradient_max,max_gradient_mean,max_gradient_std,max_gradient_min,max_gradient_max,weight_change_mean,weight_change_std,weight_change_min,weight_change_max
6.0,340.0,198.0,0.0025900331,0.0464527752,0.8398387235,-1.4501019664,1.3640974784,9.24390243902439,3.152621827978088,5.0,21.0,5.829268292682927,1.1158503265310775,2.0,8.0,0.00259003306097561,0.003049539061994571,0.0,0.0143200284,0.010951234151219512,0.011823500166601579,0.0,0.0464527752,0.020483871302439022,0.025680035728517854,0.0,0.0977953161
