first_stop,last_stop,total_duration,mean_of_mean_gradient,max_of_max_gradient,total_weight_change,skewness,kurtosis,duration_mean,duration_std,duration_min,duration_max,shaking_duration_mean,shaking_duration_std,shaking_duration_min,shaking_duration_max,mean_gradient_mean,mean_gradient_std,mean_gradient_min,mean_gradient_max,max_gradient_mean,max_gradient_std,max_gradient_min,max_gradient_max,weight_change_mean,weight_change_std,weight_change_min,weight_change_max
32.0,58.0,18.0,0.0023369515,0.0159875025,0.0897427375,-1.0384582113,-0.3152337549,13.0,1.7320508075688772,11.0,14.0,7.0,3.4641016151377544,5.0,11.0,0.002336951533333333,0.0024948815589984955,0.0,0.0049643403,0.0072015777000000005,0.00811065199887379,0.0,0.0159875025,0.029914245833333335,0.03129118448961943,0.0,0.0624210596
