first_stop,last_stop,total_duration,mean_of_mean_gradient,max_of_max_gradient,total_weight_change,skewness,kurtosis,duration_mean,duration_std,duration_min,duration_max,shaking_duration_mean,shaking_duration_std,shaking_duration_min,shaking_duration_max,mean_gradient_mean,mean_gradient_std,mean_gradient_min,mean_gradient_max,max_gradient_mean,max_gradient_std,max_gradient_min,max_gradient_max,weight_change_mean,weight_change_std,weight_change_min,weight_change_max
13.0,103.0,49.0,0.0009874914,0.0291634689,0.0910718854,-3.9560835316,15.2041884676,15.285714285714286,4.423960733486292,9.0,21.0,8.0,1.8257418583505538,6.0,11.0,0.000987491457142857,0.0009218295687579128,0.0,0.0025732473,0.009319153600000001,0.010066068520142985,0.0,0.0291634689,0.013010269328571428,0.011467685182202501,0.0,0.0291634689
