first_stop,last_stop,total_duration,mean_of_mean_gradient,max_of_max_gradient,total_weight_change,skewness,kurtosis,duration_mean,duration_std,duration_min,duration_max,shaking_duration_mean,shaking_duration_std,shaking_duration_min,shaking_duration_max,mean_gradient_mean,mean_gradient_std,mean_gradient_min,mean_gradient_max,max_gradient_mean,max_gradient_std,max_gradient_min,max_gradient_max,weight_change_mean,weight_change_std,weight_change_min,weight_change_max
28.0,131.0,50.0,0.0009598594,0.0306603774,0.1113042039,-2.0481568148,2.6931164686,10.076923076923077,2.928638433969457,7.0,16.0,4.846153846153846,3.508232077228117,3.0,16.0,0.0009598594076923078,0.0019374570488208652,0.0,0.0073113208,0.0036793726153846154,0.008159679591731087,0.0,0.0306603774,0.008561861846153847,0.018692484994861525,0.0,0.0704237008
