No.,Date,Time,Header,Data,Unit
1,2024/12/19,15:36:31,ST,0.0,g
2,2024/12/19,15:36:32,US,0.316,g
3,2024/12/19,15:36:33,US,0.782,g
4,2024/12/19,15:36:34,US,1.331,g
5,2024/12/19,15:36:35,US,1.779,g
6,2024/12/19,15:36:36,US,1.953,g
7,2024/12/19,15:36:37,US,1.953,g
8,2024/12/19,15:36:38,US,1.953,g
9,2024/12/19,15:36:39,US,1.953,g
10,2024/12/19,15:36:40,ST,1.953,g
11,2024/12/19,15:36:41,ST,1.953,g
12,2024/12/19,15:36:42,ST,1.953,g
13,2024/12/19,15:36:43,US,1.953,g
14,2024/12/19,15:36:44,US,1.953,g
15,2024/12/19,15:36:45,ST,1.953,g
16,2024/12/19,15:36:46,ST,1.953,g
17,2024/12/19,15:36:47,ST,1.953,g
18,2024/12/19,15:36:48,ST,1.953,g
19,2024/12/19,15:36:49,ST,1.953,g
20,2024/12/19,15:36:50,ST,1.953,g
21,2024/12/19,15:36:51,ST,1.953,g
22,2024/12/19,15:36:52,US,2.029,g
23,2024/12/19,15:36:53,US,2.029,g
24,2024/12/19,15:36:54,US,2.029,g
25,2024/12/19,15:36:55,US,2.029,g
26,2024/12/19,15:36:56,US,2.029,g
27,2024/12/19,15:36:57,ST,2.029,g
28,2024/12/19,15:36:58,ST,2.029,g
29,2024/12/19,15:36:59,US,2.117,g
30,2024/12/19,15:37:00,US,2.157,g
31,2024/12/19,15:37:01,ST,2.158,g
32,2024/12/19,15:37:02,US,2.158,g
33,2024/12/19,15:37:03,US,2.158,g
34,2024/12/19,15:37:04,US,2.158,g
35,2024/12/19,15:37:05,ST,2.158,g
36,2024/12/19,15:37:06,ST,2.158,g
37,2024/12/19,15:37:07,ST,2.158,g
38,2024/12/19,15:37:08,ST,2.158,g
39,2024/12/19,15:37:09,US,2.285,g
40,2024/12/19,15:37:10,US,2.575,g
41,2024/12/19,15:37:11,US,2.746,g
42,2024/12/19,15:37:12,US,2.753,g
43,2024/12/19,15:37:13,US,2.822,g
44,2024/12/19,15:37:14,US,2.937,g
45,2024/12/19,15:37:15,ST,2.937,g
46,2024/12/19,15:37:16,US,2.937,g
47,2024/12/19,15:37:17,US,2.937,g
48,2024/12/19,15:37:18,ST,2.937,g
49,2024/12/19,15:37:19,ST,2.937,g
50,2024/12/19,15:37:20,ST,2.937,g
51,2024/12/19,15:37:21,ST,2.937,g
52,2024/12/19,15:37:22,ST,2.937,g
53,2024/12/19,15:37:23,ST,2.937,g
54,2024/12/19,15:37:24,ST,2.937,g
55,2024/12/19,15:37:25,ST,2.937,g
56,2024/12/19,15:37:26,ST,2.937,g
57,2024/12/19,15:37:27,US,2.937,g
58,2024/12/19,15:37:28,US,2.937,g
59,2024/12/19,15:37:29,ST,2.942,g
60,2024/12/19,15:37:30,ST,2.942,g
61,2024/12/19,15:37:31,ST,2.942,g
62,2024/12/19,15:37:32,ST,2.942,g
63,2024/12/19,15:37:33,ST,2.942,g
64,2024/12/19,15:37:34,ST,2.942,g
65,2024/12/19,15:37:35,ST,2.942,g
66,2024/12/19,15:37:36,US,2.967,g
67,2024/12/19,15:37:37,US,3.041,g
68,2024/12/19,15:37:38,ST,3.041,g
69,2024/12/19,15:37:39,ST,3.041,g
70,2024/12/19,15:37:40,US,3.041,g
71,2024/12/19,15:37:41,ST,3.041,g
72,2024/12/19,15:37:42,ST,3.041,g
73,2024/12/19,15:37:43,US,3.041,g
74,2024/12/19,15:37:44,ST,3.041,g
75,2024/12/19,15:37:45,ST,3.041,g
76,2024/12/19,15:37:46,US,3.046,g
77,2024/12/19,15:37:47,US,3.103,g
78,2024/12/19,15:37:48,US,3.156,g
79,2024/12/19,15:37:49,ST,3.156,g
80,2024/12/19,15:37:50,US,3.156,g
81,2024/12/19,15:37:51,ST,3.156,g
82,2024/12/19,15:37:52,ST,3.156,g
83,2024/12/19,15:37:53,US,3.156,g
84,2024/12/19,15:37:54,ST,3.156,g
85,2024/12/19,15:37:55,ST,3.156,g
86,2024/12/19,15:37:56,ST,3.156,g
87,2024/12/19,15:37:57,ST,3.156,g
88,2024/12/19,15:37:58,ST,3.156,g
89,2024/12/19,15:37:59,ST,3.156,g
90,2024/12/19,15:38:00,ST,3.156,g
91,2024/12/19,15:38:01,ST,3.156,g
92,2024/12/19,15:38:02,ST,3.156,g
93,2024/12/19,15:38:03,ST,3.156,g
94,2024/12/19,15:38:04,ST,3.156,g
95,2024/12/19,15:38:05,US,3.207,g
96,2024/12/19,15:38:06,US,3.207,g
97,2024/12/19,15:38:07,US,3.207,g
98,2024/12/19,15:38:08,US,3.207,g
99,2024/12/19,15:38:09,US,3.207,g
100,2024/12/19,15:38:10,ST,3.207,g
101,2024/12/19,15:38:11,ST,3.207,g
102,2024/12/19,15:38:12,ST,3.207,g
103,2024/12/19,15:38:13,US,3.247,g
104,2024/12/19,15:38:14,ST,3.254,g
105,2024/12/19,15:38:15,US,3.307,g
106,2024/12/19,15:38:16,ST,3.308,g
107,2024/12/19,15:38:17,US,3.308,g
108,2024/12/19,15:38:18,US,3.308,g
109,2024/12/19,15:38:19,ST,3.308,g
110,2024/12/19,15:38:20,ST,3.308,g
111,2024/12/19,15:38:21,ST,3.308,g
112,2024/12/19,15:38:22,US,3.308,g
113,2024/12/19,15:38:23,ST,3.308,g
114,2024/12/19,15:38:24,ST,3.308,g
115,2024/12/19,15:38:25,ST,3.308,g
116,2024/12/19,15:38:26,ST,3.308,g
117,2024/12/19,15:38:27,ST,3.308,g
