No.,Date,Time,Header,Data,Unit
1,2024/12/19,16:17:13,ST,+0000.000,g
2,2024/12/19,16:17:14,ST,+0000.000,g
3,2024/12/19,16:17:15,ST,+0000.000,g
4,2024/12/19,16:17:16,ST,+0000.000,g
5,2024/12/19,16:17:17,ST,+0000.000,g
6,2024/12/19,16:17:18,ST,+0000.000,g
7,2024/12/19,16:17:19,ST,+0000.000,g
8,2024/12/19,16:17:20,ST,+0000.000,g
9,2024/12/19,16:17:21,ST,+0000.000,g
10,2024/12/19,16:17:22,ST,+0000.000,g
11,2024/12/19,16:17:23,ST,+0000.000,g
12,2024/12/19,16:17:24,ST,+0000.000,g
13,2024/12/19,16:17:25,US,+0000.460,g
14,2024/12/19,16:17:26,US,+0000.961,g
15,2024/12/19,16:17:27,US,+0001.482,g
16,2024/12/19,16:17:28,US,+0002.091,g
17,2024/12/19,16:17:29,US,+0002.572,g
18,2024/12/19,16:17:30,ST,+0002.573,g
19,2024/12/19,16:17:31,US,+0002.580,g
20,2024/12/19,16:17:32,US,+0002.858,g
21,2024/12/19,16:17:33,US,+0002.924,g
22,2024/12/19,16:17:34,ST,+0002.922,g
23,2024/12/19,16:17:35,ST,+0002.923,g
24,2024/12/19,16:17:36,US,+0003.180,g
25,2024/12/19,16:17:37,ST,+0003.173,g
26,2024/12/19,16:17:38,ST,+0003.172,g
27,2024/12/19,16:17:39,US,-0105.304,g
28,2024/12/19,16:17:40,ST,-0105.305,g
29,2024/12/19,16:17:41,ST,-0105.307,g
30,2024/12/19,16:17:42,ST,-0105.307,g
31,2024/12/19,16:17:43,US,-0099.805,g
32,2024/12/19,16:17:44,US,+0003.170,g
33,2024/12/19,16:17:45,ST,+0003.170,g
34,2024/12/19,16:17:46,ST,+0003.170,g
35,2024/12/19,16:17:47,ST,+0003.170,g
36,2024/12/19,16:17:48,ST,+0003.170,g
37,2024/12/19,16:17:49,ST,+0003.169,g
38,2024/12/19,16:17:50,ST,+0003.169,g
39,2024/12/19,16:17:51,ST,+0003.168,g
40,2024/12/19,16:17:52,ST,+0003.168,g
41,2024/12/19,16:17:53,ST,+0003.168,g
42,2024/12/19,16:17:54,ST,+0003.168,g
43,2024/12/19,16:17:55,US,+0003.212,g
