No.,Date,Time,Header,Data,Unit
1,2025/02/12,16:01:19,ST,0.0,g
2,2025/02/12,16:01:19,ST,0.0,g
3,2025/02/12,16:01:19,ST,0.0,g
4,2025/02/12,16:01:19,ST,0.0,g
5,2025/02/12,16:01:19,ST,0.0,g
6,2025/02/12,16:01:19,ST,0.0,g
7,2025/02/12,16:01:19,ST,0.0,g
8,2025/02/12,16:01:19,ST,0.0,g
9,2025/02/12,16:01:20,ST,0.0,g
10,2025/02/12,16:01:20,ST,0.0,g
11,2025/02/12,16:01:20,ST,0.0,g
12,2025/02/12,16:01:20,ST,0.001,g
13,2025/02/12,16:01:20,ST,0.001,g
14,2025/02/12,16:01:20,ST,0.001,g
15,2025/02/12,16:01:20,ST,0.001,g
16,2025/02/12,16:01:20,ST,0.001,g
17,2025/02/12,16:01:20,ST,0.0,g
18,2025/02/12,16:01:20,ST,0.0,g
19,2025/02/12,16:01:20,ST,0.0,g
20,2025/02/12,16:01:21,ST,0.0,g
21,2025/02/12,16:01:21,ST,0.0,g
22,2025/02/12,16:01:21,ST,0.0,g
23,2025/02/12,16:01:21,ST,0.0,g
24,2025/02/12,16:01:21,ST,0.0,g
25,2025/02/12,16:01:21,ST,0.0,g
26,2025/02/12,16:01:21,ST,0.0,g
27,2025/02/12,16:01:21,ST,0.0,g
28,2025/02/12,16:01:21,ST,0.0,g
29,2025/02/12,16:01:21,ST,0.0,g
30,2025/02/12,16:01:22,ST,0.0,g
31,2025/02/12,16:01:22,ST,0.0,g
32,2025/02/12,16:01:22,ST,0.0,g
33,2025/02/12,16:01:22,ST,0.0,g
34,2025/02/12,16:01:22,ST,0.0,g
35,2025/02/12,16:01:22,ST,0.0,g
36,2025/02/12,16:01:22,ST,0.0,g
37,2025/02/12,16:01:22,ST,0.0,g
38,2025/02/12,16:01:22,ST,0.0,g
39,2025/02/12,16:01:22,ST,0.0,g
40,2025/02/12,16:01:23,ST,0.0,g
41,2025/02/12,16:01:23,ST,0.0,g
42,2025/02/12,16:01:23,ST,0.0,g
43,2025/02/12,16:01:23,ST,0.0,g
44,2025/02/12,16:01:23,ST,0.0,g
45,2025/02/12,16:01:23,ST,0.0,g
46,2025/02/12,16:01:23,US,0.281,g
47,2025/02/12,16:01:23,US,0.672,g
48,2025/02/12,16:01:23,US,1.197,g
49,2025/02/12,16:01:23,US,1.716,g
50,2025/02/12,16:01:23,US,2.145,g
51,2025/02/12,16:01:24,US,2.522,g
52,2025/02/12,16:01:24,US,2.897,g
53,2025/02/12,16:01:24,US,3.265,g
54,2025/02/12,16:01:24,US,3.595,g
55,2025/02/12,16:01:24,US,3.891,g
56,2025/02/12,16:01:24,US,4.182,g
57,2025/02/12,16:01:24,US,4.499,g
58,2025/02/12,16:01:24,US,4.846,g
59,2025/02/12,16:01:24,US,5.198,g
60,2025/02/12,16:01:24,US,5.515,g
61,2025/02/12,16:01:25,US,5.786,g
62,2025/02/12,16:01:25,US,6.045,g
63,2025/02/12,16:01:25,US,6.322,g
64,2025/02/12,16:01:25,US,6.597,g
65,2025/02/12,16:01:25,US,6.824,g
66,2025/02/12,16:01:25,US,6.996,g
67,2025/02/12,16:01:25,US,7.155,g
68,2025/02/12,16:01:25,US,7.328,g
69,2025/02/12,16:01:25,US,7.504,g
70,2025/02/12,16:01:25,US,7.663,g
71,2025/02/12,16:01:25,US,7.811,g
72,2025/02/12,16:01:26,US,7.961,g
73,2025/02/12,16:01:26,US,8.114,g
74,2025/02/12,16:01:26,US,8.26,g
75,2025/02/12,16:01:26,US,8.391,g
76,2025/02/12,16:01:26,US,8.515,g
77,2025/02/12,16:01:26,US,8.638,g
78,2025/02/12,16:01:26,US,8.744,g
79,2025/02/12,16:01:26,US,8.809,g
80,2025/02/12,16:01:26,US,8.826,g
81,2025/02/12,16:01:26,US,8.816,g
82,2025/02/12,16:01:27,US,8.804,g
83,2025/02/12,16:01:27,US,8.797,g
84,2025/02/12,16:01:27,US,8.796,g
85,2025/02/12,16:01:27,US,8.797,g
86,2025/02/12,16:01:27,US,8.797,g
87,2025/02/12,16:01:27,US,8.797,g
88,2025/02/12,16:01:27,ST,8.797,g
89,2025/02/12,16:01:27,ST,8.797,g
90,2025/02/12,16:01:27,ST,8.796,g
91,2025/02/12,16:01:27,ST,8.796,g
92,2025/02/12,16:01:27,ST,8.796,g
93,2025/02/12,16:01:28,US,8.795,g
94,2025/02/12,16:01:28,US,8.795,g
95,2025/02/12,16:01:28,US,8.794,g
96,2025/02/12,16:01:28,US,8.794,g
97,2025/02/12,16:01:28,ST,8.795,g
98,2025/02/12,16:01:28,ST,8.795,g
99,2025/02/12,16:01:28,ST,8.795,g
100,2025/02/12,16:01:28,ST,8.795,g
101,2025/02/12,16:01:28,US,8.796,g
102,2025/02/12,16:01:28,ST,8.796,g
103,2025/02/12,16:01:29,ST,8.796,g
104,2025/02/12,16:01:29,US,8.797,g
105,2025/02/12,16:01:29,US,8.797,g
106,2025/02/12,16:01:29,ST,8.797,g
107,2025/02/12,16:01:29,ST,8.797,g
